"Date","Price","Open","High","Low","Vol.","Change %"
"02/25/2025","18,408.75","18,485.95","18,595.10","18,371.05","","-0.51%"
"02/24/2025","18,503.90","18,507.55","18,567.55","18,341.35","","-0.95%"
"02/21/2025","18,681.35","18,869.80","19,039.85","18,604.10","","-1.10%"
"02/20/2025","18,888.80","18,598.50","18,904.20","18,534.30","","1.31%"
"02/19/2025","18,644.90","18,278.50","18,669.85","18,190.55","","1.46%"
"02/18/2025","18,375.85","18,428.00","18,453.75","18,157.25","","-0.18%"
"02/17/2025","18,408.45","18,215.15","18,429.65","17,934.00","","0.34%"
"02/14/2025","18,346.80","18,856.35","18,891.35","18,164.95","","-2.39%"
"02/13/2025","18,796.80","18,795.60","19,035.95","18,729.35","","0.16%"
"02/12/2025","18,766.85","18,797.25","18,871.80","18,277.25","","-0.37%"
"02/11/2025","18,837.00","19,408.40","19,434.20","18,721.70","","-2.94%"
"02/10/2025","19,406.95","19,817.25","19,843.20","19,348.05","","-2.08%"
"02/07/2025","19,819.60","19,814.70","19,919.15","19,613.50","","0.13%"
"02/06/2025","19,793.75","20,074.70","20,086.70","19,739.30","","-1.01%"
"02/05/2025","19,995.70","19,934.05","20,098.90","19,915.30","","0.74%"
"02/04/2025","19,849.15","19,705.25","19,868.95","19,653.75","","1.38%"
"02/03/2025","19,579.20","19,632.15","19,683.65","19,431.30","","-0.98%"
"02/01/2025","19,773.40","19,931.85","20,000.55","19,518.70","","-0.39%"
"01/31/2025","19,850.95","19,557.85","19,878.20","19,514.90","","1.73%"
"01/30/2025","19,514.25","19,566.85","19,679.55","19,450.65","","0.17%"
"01/29/2025","19,481.75","19,045.55","19,499.60","19,042.45","0.00K","2.43%"
"01/28/2025","19,019.10","19,190.75","19,241.10","18,778.00","0.00K","-0.69%"
"01/27/2025","19,152.10","19,528.65","19,533.00","19,091.90","0.00K","-2.83%"
"01/24/2025","19,708.95","20,053.35","20,114.25","19,648.70","0.00K","-1.69%"
"01/23/2025","20,047.95","19,717.45","20,102.80","19,682.45","0.00K","1.78%"
"01/22/2025","19,696.90","19,974.15","19,992.35","19,431.25","0.00K","-1.25%"
"01/21/2025","19,946.30","20,384.95","20,406.85","19,926.60","0.00K","-1.99%"
"01/20/2025","20,350.90","20,310.80","20,398.45","20,083.25","0.00K","0.77%"
"01/17/2025","20,195.90","20,181.45","20,264.70","20,062.35","0.00K","0.12%"
"01/16/2025","20,172.65","20,146.45","20,277.50","20,134.10","0.00K","1.09%"
"01/15/2025","19,955.40","19,973.45","20,091.30","19,798.65","0.00K","0.36%"
"01/14/2025","19,883.35","19,536.35","19,930.60","19,535.70","0.00K","2.18%"
"01/13/2025","19,458.30","20,015.55","20,070.50","19,393.85","0.00K","-3.92%"
"01/10/2025","20,252.95","20,632.50","20,659.20","20,234.10","0.00K","-2.04%"
"01/09/2025","20,674.25","20,852.50","20,911.25","20,646.05","0.00K","-0.80%"
"01/08/2025","20,840.30","21,099.80","21,104.70","20,649.20","0.00K","-1.05%"
"01/07/2025","21,060.80","20,930.30","21,142.20","20,928.00","0.00K","0.87%"
"01/06/2025","20,879.65","21,477.45","21,481.10","20,815.15","0.00K","-2.52%"
"01/03/2025","21,419.30","21,512.00","21,579.35","21,390.75","0.00K","-0.25%"
"01/02/2025","21,473.15","21,286.75","21,491.85","21,228.90","0.00K","1.07%"
"01/01/2025","21,246.50","21,148.80","21,257.15","21,083.60","0.00K","0.50%"
"12/31/2024","21,141.20","21,015.00","21,187.05","20,864.95","0.00K","0.15%"
"12/30/2024","21,109.25","21,067.25","21,170.60","20,921.85","0.00K","0.18%"
"12/27/2024","21,071.85","21,143.05","21,179.20","21,059.25","0.00K","-0.12%"
"12/26/2024","21,096.85","21,108.05","21,150.40","20,937.05","0.00K","0.08%"
"12/24/2024","21,080.70","21,100.60","21,160.90","20,959.15","0.00K","0.02%"
"12/23/2024","21,076.15","21,144.65","21,197.00","20,933.00","0.00K","0.12%"
"12/20/2024","21,050.60","21,638.95","21,665.30","21,017.70","0.00K","-2.41%"
"12/19/2024","21,571.30","21,267.30","21,588.55","21,247.90","0.00K","-0.24%"
"12/18/2024","21,623.10","21,756.60","21,770.10","21,531.75","0.00K","-0.60%"
"12/17/2024","21,754.10","21,904.75","21,960.25","21,724.70","0.00K","-0.66%"
"12/16/2024","21,898.80","21,805.45","21,914.65","21,794.50","0.00K","0.69%"
"12/13/2024","21,748.10","21,722.65","21,762.15","21,411.70","0.00K","-0.10%"
"12/12/2024","21,770.05","21,907.50","21,917.55","21,744.15","0.00K","-0.50%"
"12/11/2024","21,879.55","21,825.55","21,898.85","21,807.80","0.00K","0.32%"
"12/10/2024","21,809.10","21,774.50","21,824.00","21,703.95","0.00K","0.28%"
"12/09/2024","21,748.50","21,661.00","21,774.85","21,646.50","0.00K","0.38%"
"12/06/2024","21,665.40","21,622.55","21,686.95","21,532.65","0.00K","0.41%"
"12/05/2024","21,577.65","21,595.80","21,602.75","21,431.00","0.00K","0.43%"
"12/04/2024","21,485.15","21,368.10","21,500.05","21,327.75","0.00K","0.91%"
"12/03/2024","21,291.35","21,228.05","21,303.75","21,193.00","0.00K","0.88%"
"12/02/2024","21,105.95","20,911.05","21,126.45","20,849.65","0.00K","0.95%"
"11/29/2024","20,906.65","20,860.05","20,941.10","20,792.70","0.00K","0.32%"
"11/28/2024","20,839.90","20,885.65","21,001.30","20,794.20","0.00K","0.01%"
"11/27/2024","20,838.20","20,794.40","20,849.85","20,650.15","0.00K","0.50%"
"11/26/2024","20,735.10","20,799.65","20,880.80","20,718.40","0.00K","0.05%"
"11/25/2024","20,725.70","20,742.90","20,833.10","20,706.20","0.00K","1.53%"
"11/22/2024","20,412.65","20,208.60","20,427.00","20,171.20","0.00K","1.15%"
"11/21/2024","20,180.90","20,247.25","20,270.40","20,014.25","0.00K","-0.38%"
"11/19/2024","20,258.10","20,143.50","20,429.20","20,142.40","0.00K","0.94%"
"11/18/2024","20,068.55","20,181.80","20,213.90","19,936.85","0.00K","-0.18%"
"11/14/2024","20,105.25","20,033.45","20,247.20","20,030.40","","0.47%"
"11/13/2024","20,010.75","20,478.70","20,506.70","19,955.75","","-2.67%"
"11/12/2024","20,560.60","20,825.25","20,935.45","20,507.40","","-0.91%"
"11/11/2024","20,749.95","20,871.00","20,923.75","20,714.45","","-0.81%"
"11/08/2024","20,919.90","21,229.85","21,235.00","20,870.15","","-1.30%"
"11/07/2024","21,194.85","21,388.15","21,434.75","21,173.45","","-0.49%"
"11/06/2024","21,298.50","20,972.90","21,324.20","20,945.90","","2.09%"
"11/05/2024","20,862.10","20,737.20","20,882.75","20,563.70","","0.46%"
"11/04/2024","20,767.40","21,042.40","21,042.40","20,663.45","","-1.21%"
"11/01/2024","21,021.10","21,014.75","21,077.60","20,993.00","","0.69%"
"10/31/2024","20,876.70","20,919.35","20,942.55","20,750.35","","-0.19%"
"10/30/2024","20,916.70","20,836.90","21,067.60","20,773.30","","0.24%"
"10/29/2024","20,867.40","20,779.95","20,888.80","20,516.85","","0.83%"
"10/28/2024","20,695.55","20,575.75","20,773.95","20,472.20","","0.64%"
"10/25/2024","20,563.70","20,983.85","20,996.65","20,365.80","","-1.76%"
"10/24/2024","20,932.75","20,987.40","21,074.75","20,884.15","","-0.25%"
"10/23/2024","20,985.25","20,846.30","21,162.35","20,655.85","","0.51%"
"10/22/2024","20,879.45","21,436.75","21,468.90","20,850.45","","-2.57%"
"10/21/2024","21,429.90","21,807.50","21,869.50","21,406.20","","-1.50%"
"10/18/2024","21,755.65","21,625.75","21,785.35","21,384.00","","0.17%"
"10/17/2024","21,718.50","22,116.05","22,123.25","21,702.20","","-1.66%"
"10/16/2024","22,085.10","22,103.40","22,151.05","21,979.30","","-0.20%"
"10/15/2024","22,128.65","22,136.15","22,146.15","22,020.00","","0.32%"
"10/14/2024","22,058.80","22,029.95","22,072.95","21,920.50","","0.36%"
"10/11/2024","21,979.15","21,917.85","21,994.30","21,851.30","","0.43%"
"10/10/2024","21,885.65","22,037.20","22,087.40","21,850.10","","-0.15%"
"10/09/2024","21,918.30","21,831.80","22,040.00","21,817.70","","1.07%"
"10/08/2024","21,685.65","21,191.00","21,726.40","21,119.45","","1.98%"
"10/07/2024","21,264.50","21,795.95","21,834.25","21,106.05","","-2.05%"
"10/04/2024","21,710.60","21,878.65","21,983.05","21,496.20","","-0.89%"
"10/03/2024","21,904.70","22,069.45","22,277.25","21,847.40","","-2.12%"
"10/01/2024","22,379.75","22,339.75","22,400.30","22,221.15","","0.30%"
"09/30/2024","22,311.95","22,302.65","22,363.10","22,175.80","","-0.22%"
"09/27/2024","22,360.85","22,410.55","22,434.55","22,323.85","","-0.03%"
"09/26/2024","22,367.85","22,412.35","22,416.30","22,192.75","","0.05%"
"09/25/2024","22,357.40","22,509.85","22,515.40","22,294.15","","-0.61%"
"09/24/2024","22,493.50","22,481.75","22,508.75","22,431.10","","0.31%"
"09/23/2024","22,423.70","22,369.15","22,442.55","22,261.25","","0.75%"
"09/20/2024","22,256.10","22,064.40","22,326.35","21,971.80","","1.32%"
"09/19/2024","21,965.15","22,190.75","22,245.85","21,621.60","","-0.52%"
"09/18/2024","22,079.90","22,261.30","22,283.45","21,971.55","","-0.70%"
"09/17/2024","22,235.35","22,311.50","22,320.60","22,174.20","","-0.13%"
"09/16/2024","22,264.70","22,306.05","22,314.85","22,188.15","","0.34%"
"09/13/2024","22,190.35","22,127.00","22,243.55","22,093.50","","0.65%"
"09/12/2024","22,047.70","21,963.50","22,061.95","21,893.50","","1.14%"
"09/11/2024","21,798.95","21,921.65","21,991.60","21,760.95","","-0.25%"
"09/10/2024","21,853.55","21,766.45","21,902.15","21,757.05","","1.07%"
"09/09/2024","21,621.40","21,665.50","21,672.70","21,415.95","","-0.25%"
"09/06/2024","21,675.80","22,003.95","22,030.85","21,639.40","","-1.37%"
"09/05/2024","21,976.90","22,002.95","22,030.85","21,943.55","","0.37%"
"09/04/2024","21,895.35","21,763.10","21,913.10","21,721.35","","-0.08%"
"09/03/2024","21,913.80","21,912.25","21,983.20","21,892.90","","0.23%"
"09/02/2024","21,862.85","22,014.15","22,015.15","21,800.45","","-0.29%"
"08/30/2024","21,925.45","21,832.60","21,956.35","21,773.15","","0.85%"
"08/29/2024","21,741.35","21,865.45","21,880.50","21,618.05","","-0.45%"
"08/28/2024","21,838.70","21,934.45","21,943.40","21,760.85","","-0.14%"
"08/27/2024","21,869.75","21,811.75","21,884.05","21,788.25","","0.51%"
"08/26/2024","21,758.45","21,746.75","21,778.50","21,678.00","","0.52%"
"08/23/2024","21,645.65","21,801.65","21,809.10","21,633.00","","-0.53%"
"08/22/2024","21,760.35","21,719.70","21,792.50","21,687.00","","0.66%"
"08/21/2024","21,617.70","21,547.10","21,634.70","21,500.40","","0.41%"
"08/20/2024","21,529.05","21,452.40","21,540.95","21,386.65","","0.83%"
"08/19/2024","21,351.40","21,413.35","21,455.60","21,302.50","","0.25%"
"08/16/2024","21,298.35","21,061.25","21,310.80","21,027.35","","1.82%"
"08/14/2024","20,917.75","21,116.80","21,135.35","20,842.20","","-0.60%"
"08/13/2024","21,044.95","21,298.90","21,318.35","21,010.55","","-0.77%"
"08/12/2024","21,208.70","21,089.75","21,247.45","20,976.10","","0.27%"
"08/09/2024","21,151.35","21,173.75","21,233.65","21,100.05","","0.76%"
"08/08/2024","20,991.00","21,114.00","21,176.20","20,964.65","","-0.35%"
"08/07/2024","21,063.70","20,969.25","21,085.25","20,786.90","","2.20%"
"08/06/2024","20,611.15","20,888.25","21,138.85","20,555.95","","-0.60%"
"08/05/2024","20,734.85","20,917.25","21,056.15","20,594.75","","-3.52%"
"08/02/2024","21,492.25","21,499.20","21,617.45","21,387.25","","-0.99%"
"08/01/2024","21,706.45","21,960.80","21,969.40","21,598.30","","-0.71%"
"07/31/2024","21,860.95","21,852.70","21,913.10","21,777.80","","0.51%"
"07/30/2024","21,749.50","21,685.35","21,803.05","21,655.65","","0.48%"
"07/29/2024","21,644.85","21,606.50","21,671.75","21,547.45","","0.94%"
"07/26/2024","21,442.40","21,168.95","21,463.05","21,165.05","","1.72%"
"07/25/2024","21,080.45","20,982.70","21,132.25","20,937.75","","-0.25%"
"07/24/2024","21,133.35","20,962.45","21,163.80","20,930.95","","0.89%"
"07/23/2024","20,947.80","21,151.65","21,165.85","20,264.90","","-0.44%"
"07/22/2024","21,040.35","20,740.80","21,074.10","20,589.95","","1.10%"
"07/19/2024","20,812.25","21,243.20","21,243.20","20,770.05","","-2.09%"
"07/18/2024","21,255.60","21,452.95","21,456.95","21,135.85","","-0.94%"
"07/16/2024","21,456.50","21,528.45","21,554.45","21,419.15","","0.04%"
"07/15/2024","21,448.85","21,395.15","21,457.55","21,223.50","","0.70%"
"07/12/2024","21,300.25","21,400.30","21,401.85","21,250.50","","-0.06%"
"07/11/2024","21,312.15","21,370.50","21,386.60","21,251.60","","0.21%"
"07/10/2024","21,266.60","21,443.70","21,453.80","20,855.40","0.00K","-0.38%"
"07/09/2024","21,347.50","21,387.75","21,439.55","21,257.30","0.00K","0.27%"
"07/08/2024","21,289.35","21,428.25","21,444.75","21,224.40","","-0.30%"
"07/05/2024","21,352.50","21,246.25","21,369.05","21,185.80","","0.65%"
"07/04/2024","21,215.30","21,162.65","21,238.95","21,093.50","","0.68%"
"07/03/2024","21,072.75","21,021.10","21,105.20","20,966.80","","0.78%"
"07/02/2024","20,909.90","21,105.70","21,117.85","20,792.65","","-0.57%"
"07/01/2024","21,029.90","20,898.35","21,045.05","20,851.20","","0.95%"
"06/28/2024","20,831.95","20,788.20","20,893.90","20,774.65","","0.53%"
"06/27/2024","20,723.15","20,729.75","20,850.80","20,574.70","","0.21%"
"06/26/2024","20,680.70","20,763.65","20,789.75","20,657.55","","-0.26%"
"06/25/2024","20,734.55","20,855.20","20,922.90","20,697.90","","-0.24%"
"06/24/2024","20,784.00","20,700.20","20,831.75","20,550.00","","0.24%"
"06/21/2024","20,735.25","20,863.10","20,890.70","20,696.75","","-0.15%"
"06/20/2024","20,766.70","20,671.50","20,780.60","20,558.20","","0.85%"
"06/19/2024","20,591.65","20,879.95","20,880.05","20,504.05","","-1.05%"
"06/18/2024","20,809.75","20,784.40","20,825.40","20,701.00","","0.54%"
"06/14/2024","20,698.25","20,547.85","20,710.20","20,490.40","","1.07%"
"06/13/2024","20,480.05","20,473.55","20,520.85","20,373.30","","0.78%"
"06/12/2024","20,321.20","20,204.35","20,338.85","20,192.35","","1.00%"
"06/11/2024","20,119.55","20,042.45","20,201.00","19,987.80","","0.82%"
"06/10/2024","19,956.65","19,992.00","20,084.90","19,871.70","","0.36%"
"06/07/2024","19,884.25","19,665.10","19,898.25","19,593.90","","1.41%"
"06/06/2024","19,607.20","19,400.80","19,714.05","19,385.95","","2.18%"
"06/05/2024","19,189.80","18,681.55","19,245.55","18,188.80","","3.86%"
"06/04/2024","18,476.25","19,921.70","19,921.70","17,744.85","","-7.11%"
"06/03/2024","19,889.85","20,033.15","20,033.15","19,716.55","","3.01%"
"05/31/2024","19,308.75","19,305.95","19,382.20","19,123.10","","0.58%"
"05/30/2024","19,196.70","19,419.55","19,434.45","19,165.65","","-1.16%"
"05/29/2024","19,421.20","19,427.40","19,495.10","19,336.55","","-0.28%"
"05/28/2024","19,474.95","19,676.15","19,709.70","19,394.00","","-0.77%"
"05/27/2024","19,625.90","19,642.00","19,717.40","19,523.60","","0.37%"
"05/24/2024","19,553.15","19,584.10","19,667.65","19,521.70","","-0.05%"
"05/23/2024","19,562.55","19,553.30","19,575.25","19,421.35","","0.48%"
"05/22/2024","19,469.35","19,498.20","19,550.70","19,320.80","","0.29%"
"05/21/2024","19,413.20","19,372.95","19,425.90","19,224.70","","0.31%"
"05/18/2024","19,352.60","19,352.60","19,352.60","19,352.60","","0.54%"
"05/17/2024","19,249.20","19,111.55","19,257.70","19,073.00","","1.05%"
"05/16/2024","19,048.80","18,931.55","19,067.15","18,908.85","","0.97%"
"05/15/2024","18,865.20","18,755.10","18,889.90","18,747.40","","0.94%"
"05/14/2024","18,690.10","18,563.80","18,705.90","18,497.30","","0.94%"
"05/13/2024","18,516.75","18,435.80","18,545.35","18,100.95","","0.51%"
"05/10/2024","18,423.30","18,303.45","18,441.70","18,081.10","","0.98%"
"05/09/2024","18,245.35","18,602.15","18,617.55","18,211.85","","-1.74%"
"05/08/2024","18,568.70","18,446.85","18,615.45","18,335.05","","0.52%"
"05/07/2024","18,471.85","18,860.85","18,866.45","18,365.20","","-1.86%"
"05/06/2024","18,821.30","19,023.65","19,025.25","18,689.80","","-0.46%"
"05/03/2024","18,907.70","19,052.45","19,064.05","18,809.70","","-0.36%"
"05/02/2024","18,975.25","18,971.85","19,002.35","18,891.80","","0.44%"
"04/30/2024","18,893.00","18,914.55","19,009.95","18,875.95","","0.24%"
"04/29/2024","18,847.00","18,836.25","18,861.20","18,754.35","","0.34%"
"04/26/2024","18,782.50","18,699.20","18,812.40","18,689.30","","0.75%"
"04/25/2024","18,643.25","18,578.15","18,660.90","18,507.30","","0.40%"
"04/24/2024","18,568.30","18,513.05","18,582.15","18,493.45","","0.82%"
"04/23/2024","18,417.95","18,342.45","18,441.95","18,308.80","","1.01%"
"04/22/2024","18,234.30","18,265.75","18,302.95","18,205.05","","0.68%"
"04/19/2024","18,111.25","18,042.80","18,178.90","17,833.55","","-0.46%"
"04/18/2024","18,195.65","18,362.80","18,445.05","18,161.25","","-0.36%"
"04/16/2024","18,260.60","18,185.20","18,373.45","18,133.00","","-0.12%"
"04/15/2024","18,283.20","18,206.05","18,392.95","18,062.40","","-1.36%"
"04/12/2024","18,534.70","18,620.80","18,722.05","18,517.00","","-0.49%"
"04/10/2024","18,625.40","18,529.60","18,647.25","18,486.75","","0.87%"
"04/09/2024","18,465.55","18,599.00","18,606.30","18,411.40","","-0.25%"
"04/08/2024","18,511.15","18,593.85","18,594.90","18,428.90","","0.21%"
"04/05/2024","18,473.25","18,398.80","18,500.80","18,369.75","","0.47%"
"04/04/2024","18,385.95","18,503.40","18,523.65","18,330.80","","0.04%"
"04/03/2024","18,378.60","18,272.85","18,400.00","18,224.70","","0.50%"
"04/02/2024","18,286.35","18,151.10","18,300.35","18,088.35","","1.12%"
"04/01/2024","18,084.70","17,902.85","18,101.75","17,882.90","","1.79%"
"03/28/2024","17,766.00","17,783.15","17,814.25","17,676.30","","0.45%"
"03/27/2024","17,685.85","17,725.25","17,778.40","17,672.15","","0.12%"
"03/26/2024","17,664.35","17,459.70","17,680.85","17,457.55","","0.92%"
"03/22/2024","17,502.80","17,386.00","17,518.05","17,343.90","","0.61%"
"03/21/2024","17,396.30","17,186.65","17,407.55","17,184.95","","2.26%"
"03/20/2024","17,011.75","17,085.05","17,125.45","16,832.70","","-0.06%"
"03/19/2024","17,022.65","17,227.45","17,231.10","16,954.95","","-1.12%"
"03/18/2024","17,215.85","17,250.20","17,306.30","17,068.00","","-0.22%"
"03/15/2024","17,254.20","17,315.90","17,399.90","17,031.95","","-0.32%"
"03/14/2024","17,308.75","16,854.90","17,341.50","16,717.95","","2.13%"
"03/13/2024","16,948.25","17,720.55","17,757.20","16,838.20","","-4.17%"
"03/12/2024","17,685.60","17,937.30","17,957.00","17,600.40","","-1.26%"
"03/11/2024","17,911.75","18,079.10","18,081.05","17,884.50","","-0.47%"
"03/07/2024","17,995.70","17,978.35","18,061.95","17,956.85","","0.25%"
"03/06/2024","17,950.00","18,094.60","18,102.30","17,700.20","","-0.64%"
"03/05/2024","18,065.20","18,121.60","18,156.00","18,023.55","","-0.25%"
"03/04/2024","18,110.05","18,138.80","18,145.80","18,027.80","","0.09%"
"03/02/2024","18,093.00","18,066.55","18,121.00","18,035.95","","0.66%"
"03/01/2024","17,974.65","17,925.05","17,985.75","17,890.75","","0.81%"
"02/29/2024","17,831.10","17,749.00","17,882.80","17,559.90","","0.46%"
"02/28/2024","17,749.00","18,117.25","18,126.15","17,708.30","","-1.80%"
"02/27/2024","18,074.30","18,114.30","18,183.55","18,014.15","","-0.10%"
"02/26/2024","18,093.00","18,168.45","18,196.20","18,012.50","","-0.31%"
"02/23/2024","18,149.05","18,165.90","18,222.40","18,104.55","","0.37%"
"02/22/2024","18,082.90","18,019.40","18,103.50","17,782.10","","0.80%"
"02/21/2024","17,939.45","18,201.75","18,216.45","17,896.70","","-1.09%"
"02/20/2024","18,137.40","18,184.95","18,229.30","18,085.00","","-0.16%"
"02/19/2024","18,166.65","18,193.75","18,234.10","18,136.65","","0.47%"
"02/16/2024","18,081.70","18,027.25","18,111.00","17,988.10","","0.78%"
"02/15/2024","17,941.80","17,887.35","17,966.40","17,868.95","","0.94%"
"02/14/2024","17,773.85","17,442.60","17,828.75","17,371.25","","0.86%"
"02/13/2024","17,622.65","17,598.15","17,645.90","17,293.60","","0.29%"
"02/12/2024","17,572.25","18,090.40","18,091.80","17,520.60","","-2.39%"
"02/09/2024","18,003.10","18,200.45","18,201.35","17,715.35","","-0.87%"
"02/08/2024","18,161.85","18,341.50","18,345.10","18,133.60","","-0.23%"
"02/07/2024","18,203.35","18,208.35","18,252.70","18,076.35","","0.67%"
"02/06/2024","18,082.00","17,955.65","18,092.95","17,853.50","","1.18%"
"02/05/2024","17,871.55","17,940.15","18,032.65","17,829.15","","-0.01%"
"02/02/2024","17,873.35","17,863.05","17,976.70","17,844.10","","0.51%"
"02/01/2024","17,782.80","17,937.10","17,937.15","17,668.00","","-0.57%"
"01/31/2024","17,884.70","17,636.90","17,893.95","17,627.60","","1.58%"
"01/30/2024","17,607.15","17,756.65","17,782.05","17,582.95","","-0.35%"
"01/29/2024","17,669.70","17,490.35","17,678.90","17,459.20","","1.47%"
"01/25/2024","17,413.75","17,546.70","17,559.25","17,334.50","","-0.47%"
"01/24/2024","17,495.55","17,240.95","17,518.35","17,033.40","","1.69%"
"01/23/2024","17,204.35","17,857.90","17,868.00","17,110.05","","-2.98%"
"01/20/2024","17,732.10","17,794.90","17,835.30","17,689.65","","0.35%"
"01/19/2024","17,670.85","17,546.90","17,687.20","17,508.50","","1.50%"
"01/18/2024","17,409.45","17,386.50","17,431.50","16,978.05","","-0.02%"
"01/17/2024","17,413.15","17,455.70","17,564.35","17,331.50","","-1.06%"
"01/16/2024","17,599.80","17,706.95","17,738.25","17,453.50","","-0.32%"
"01/15/2024","17,656.35","17,659.55","17,685.80","17,537.25","","0.53%"
"01/12/2024","17,563.85","17,583.30","17,589.55","17,511.95","","0.36%"
"01/11/2024","17,500.50","17,492.35","17,536.40","17,449.20","","0.43%"
"01/10/2024","17,425.35","17,411.85","17,433.50","17,251.65","","0.25%"
"01/09/2024","17,382.00","17,472.85","17,517.95","17,356.25","","0.18%"
"01/08/2024","17,350.55","17,550.85","17,560.25","17,334.45","","-0.85%"
"01/05/2024","17,499.65","17,525.15","17,575.65","17,376.55","","0.32%"
"01/04/2024","17,443.75","17,264.70","17,454.90","17,259.40","","1.48%"
"01/03/2024","17,189.95","17,176.85","17,232.30","17,082.60","","0.24%"
"01/02/2024","17,148.10","17,214.95","17,238.00","16,961.25","","-0.15%"
"01/01/2024","17,174.00","17,135.00","17,229.00","17,104.85","","0.57%"
"12/29/2023","17,077.05","16,972.90","17,102.40","16,907.60","","0.85%"
"12/28/2023","16,933.75","16,909.40","16,944.55","16,848.40","","0.48%"
"12/27/2023","16,852.45","16,873.50","16,932.40","16,775.90","","0.39%"
"12/26/2023","16,787.00","16,761.80","16,826.70","16,712.05","","0.56%"
"12/22/2023","16,693.00","16,661.35","16,737.60","16,575.50","","0.80%"
"12/21/2023","16,560.65","16,181.60","16,579.60","16,066.85","","1.45%"
"12/20/2023","16,323.90","16,922.40","16,982.85","16,265.20","","-3.05%"
"12/19/2023","16,836.75","16,946.50","16,957.60","16,769.85","","-0.39%"
"12/18/2023","16,902.45","16,874.50","16,938.55","16,771.30","","0.31%"
"12/15/2023","16,850.05","16,907.00","16,916.50","16,826.90","","0.22%"
"12/14/2023","16,813.75","16,749.80","16,832.25","16,724.10","","1.11%"
"12/13/2023","16,629.55","16,543.85","16,647.90","16,457.95","","0.84%"
"12/12/2023","16,490.50","16,621.45","16,631.20","16,410.20","","-0.42%"
"12/11/2023","16,560.50","16,502.20","16,571.65","16,472.05","","0.68%"
"12/08/2023","16,447.95","16,534.25","16,560.65","16,322.20","","-0.19%"
"12/07/2023","16,479.85","16,417.15","16,489.45","16,322.85","","0.55%"
"12/06/2023","16,389.05","16,431.20","16,460.00","16,308.25","","0.15%"
"12/05/2023","16,364.10","16,364.40","16,392.75","16,214.40","","0.38%"
"12/04/2023","16,302.45","16,362.00","16,370.80","16,223.20","","1.23%"
"12/01/2023","16,104.80","16,043.40","16,127.95","16,034.75","","0.89%"
"11/30/2023","15,963.25","15,873.60","15,990.05","15,796.25","","0.79%"
"11/29/2023","15,838.85","15,814.50","15,853.90","15,808.45","","0.66%"
"11/28/2023","15,734.35","15,733.90","15,745.55","15,680.75","","0.39%"
"11/24/2023","15,673.50","15,679.00","15,708.30","15,652.35","","0.20%"
"11/23/2023","15,641.60","15,677.75","15,687.20","15,633.65","","0.10%"
"11/22/2023","15,625.85","15,623.45","15,645.40","15,511.00","","0.20%"
"11/21/2023","15,595.10","15,650.70","15,663.80","15,583.25","","0.03%"
"11/20/2023","15,589.70","15,628.40","15,654.40","15,562.80","","0.02%"
"11/17/2023","15,586.10","15,520.15","15,601.75","15,492.90","","0.34%"
"11/16/2023","15,532.80","15,450.65","15,567.15","15,432.55","","0.70%"
"11/15/2023","15,424.75","15,425.80","15,434.75","15,378.05","","0.87%"
"11/13/2023","15,292.20","15,284.85","15,309.70","15,223.15","","-0.04%"
"11/12/2023","15,298.95","15,322.40","15,341.25","15,289.15","","0.66%"
"11/10/2023","15,199.15","15,136.45","15,212.90","15,058.20","","0.37%"
"11/09/2023","15,142.80","15,174.15","15,199.80","15,132.00","","0.03%"
"11/08/2023","15,138.70","15,070.45","15,149.70","15,066.00","","0.96%"
"11/07/2023","14,994.10","14,987.60","15,023.70","14,940.40","","0.27%"
"11/06/2023","14,953.75","14,917.00","14,964.70","14,887.90","","0.91%"
"11/03/2023","14,819.10","14,813.65","14,841.25","14,780.45","","0.68%"
"11/02/2023","14,718.50","14,638.90","14,729.55","14,637.50","","1.19%"
"11/01/2023","14,545.10","14,604.15","14,612.95","14,529.20","","-0.15%"
"10/31/2023","14,566.30","14,607.35","14,658.95","14,556.15","","0.23%"
"10/30/2023","14,533.40","14,547.65","14,557.80","14,403.00","","0.14%"
"10/27/2023","14,513.70","14,399.00","14,561.90","14,398.85","","1.46%"
"10/26/2023","14,305.25","14,390.30","14,400.00","14,133.30","","-1.14%"
"10/25/2023","14,470.25","14,606.75","14,653.05","14,326.50","","-0.60%"
"10/23/2023","14,557.10","14,972.95","14,999.80","14,512.20","","-2.71%"
"10/20/2023","14,963.10","15,087.15","15,111.85","14,923.95","","-0.95%"
"10/19/2023","15,106.95","15,073.60","15,122.20","14,989.65","","-0.12%"
"10/18/2023","15,125.75","15,258.70","15,274.10","15,100.95","","-0.71%"
"10/17/2023","15,234.35","15,248.35","15,270.65","15,208.50","","0.44%"
"10/16/2023","15,167.45","15,166.20","15,202.10","15,129.75","","0.17%"
"10/13/2023","15,141.35","15,112.80","15,189.70","15,088.85","","-0.11%"
"10/12/2023","15,158.10","15,182.10","15,205.15","15,142.90","","0.24%"
"10/11/2023","15,121.55","15,134.60","15,205.25","15,111.50","","0.50%"
"10/10/2023","15,046.40","14,925.35","15,061.20","14,924.70","","1.24%"
"10/09/2023","14,861.50","14,926.30","14,959.75","14,832.75","","-1.34%"
"10/06/2023","15,063.50","15,034.30","15,074.75","15,002.20","","0.59%"
"10/05/2023","14,975.70","15,053.60","15,104.85","14,965.35","","-0.06%"
