"Index Name","Date","Open","High","Low","Close"
"NIFTY MIDCAP 100","08 Aug 2024","57031.5","57233.4","56603.95","56681.20"
"NIFTY MIDCAP 100","07 Aug 2024","56570.5","56936.35","56054.15","56873.80"
"NIFTY MIDCAP 100","06 Aug 2024","56295.9","57002.05","55362.2","55515.55"
"NIFTY MIDCAP 100","05 Aug 2024","56319.15","56748.95","55463.95","55857.25"
"NIFTY MIDCAP 100","02 Aug 2024","57900.6","58247.3","57563.4","57913.65"
"NIFTY MIDCAP 100","01 Aug 2024","59259.55","59290.05","58199.3","58490.40"
"NIFTY MIDCAP 100","31 Jul 2024","58932.6","59116","58727.7","58990.90"
"NIFTY MIDCAP 100","30 Jul 2024","58445.35","58782.25","58355.6","58623.40"
"NIFTY MIDCAP 100","29 Jul 2024","58192.15","58455.1","58054.8","58362.05"
"NIFTY MIDCAP 100","26 Jul 2024","56991.55","57813.55","56980.45","57768.10"
"NIFTY MIDCAP 100","25 Jul 2024","56439.8","56916.75","56320.7","56741.75"
"NIFTY MIDCAP 100","24 Jul 2024","56323.45","56964.35","56227","56872.75"
"NIFTY MIDCAP 100","23 Jul 2024","56968.2","56991.45","54423.05","56285.25"
"NIFTY MIDCAP 100","22 Jul 2024","55724.6","56746.7","55336.6","56624.65"
"NIFTY MIDCAP 100","19 Jul 2024","57069.75","57069.75","55788.1","55908.30"
"NIFTY MIDCAP 100","18 Jul 2024","57618.3","57629.75","56693.95","57111.10"
"NIFTY MIDCAP 100","16 Jul 2024","57866.65","57909.85","57560.5","57664.00"
"NIFTY MIDCAP 100","15 Jul 2024","57431.55","57687.65","56985.9","57664.45"
"NIFTY MIDCAP 100","12 Jul 2024","57408.6","57412.8","57004.05","57173.80"
"NIFTY MIDCAP 100","11 Jul 2024","57217.4","57263.65","56904.4","57148.25"
"NIFTY MIDCAP 100","10 Jul 2024","57348.2","57373.3","55727.8","56921.15"
"NIFTY MIDCAP 100","09 Jul 2024","57158.8","57297.75","56798.25","57077.55"
"NIFTY MIDCAP 100","08 Jul 2024","57294.4","57339.9","56706.15","56888.20"
"NIFTY MIDCAP 100","05 Jul 2024","56690.3","57139.25","56558.35","57089.45"
"NIFTY MIDCAP 100","04 Jul 2024","56510.25","56711.25","56316.35","56618.60"
"NIFTY MIDCAP 100","03 Jul 2024","56149.9","56361.5","55981.35","56293.30"
"NIFTY MIDCAP 100","02 Jul 2024","56462.7","56504.5","55518.6","55854.70"
"NIFTY MIDCAP 100","01 Jul 2024","55901.45","56335.7","55762.6","56292.50"
"NIFTY MIDCAP 100","28 Jun 2024","55577.5","55927.6","55552.05","55736.90"
"NIFTY MIDCAP 100","27 Jun 2024","55382.65","55681.1","54975.8","55424.25"
"NIFTY MIDCAP 100","26 Jun 2024","55427.05","55521.35","55168.25","55245.80"
"NIFTY MIDCAP 100","25 Jun 2024","55764.85","55922.95","55269.25","55368.55"
"NIFTY MIDCAP 100","24 Jun 2024","55309.65","55683.1","54857.75","55577.05"
"NIFTY MIDCAP 100","21 Jun 2024","55748","55854.75","55322.95","55429.15"
"NIFTY MIDCAP 100","20 Jun 2024","55121.35","55514.6","54832","55473.80"
"NIFTY MIDCAP 100","19 Jun 2024","55679.15","55679.6","54671.9","54951.70"
"NIFTY MIDCAP 100","18 Jun 2024","55421.2","55523.2","55201.55","55490.05"
"NIFTY MIDCAP 100","14 Jun 2024","54834.45","55270.95","54612.7","55225.95"
"NIFTY MIDCAP 100","13 Jun 2024","54647.1","54753.2","54357.45","54652.25"
"NIFTY MIDCAP 100","12 Jun 2024","53911.2","54308.8","53857.6","54226.10"
"NIFTY MIDCAP 100","11 Jun 2024","53450.3","53880.5","53282.75","53666.50"
"NIFTY MIDCAP 100","10 Jun 2024","53463.75","53705.8","52990.85","53235.75"
"NIFTY MIDCAP 100","07 Jun 2024","52537.25","53234.65","52327.35","53194.70"
"NIFTY MIDCAP 100","06 Jun 2024","51876.9","52707.85","51818.65","52413.70"
"NIFTY MIDCAP 100","05 Jun 2024","49730.75","51414.25","48379.75","51266.70"
"NIFTY MIDCAP 100","04 Jun 2024","53410.15","53410.15","47246.6","49150.80"
"NIFTY MIDCAP 100","03 Jun 2024","53705.3","53705.3","52825.65","53353.35"
"NIFTY MIDCAP 100","31 May 2024","51717","51844.5","51186.35","51705.70"
"NIFTY MIDCAP 100","30 May 2024","52109.15","52133.25","51331.1","51426.85"
"NIFTY MIDCAP 100","29 May 2024","52128.6","52323.95","51856.2","52125.75"
"NIFTY MIDCAP 100","28 May 2024","52870.75","52994.4","52066.35","52294.80"
"NIFTY MIDCAP 100","27 May 2024","52661.05","53043.6","52405.8","52761.75"
"NIFTY MIDCAP 100","24 May 2024","52464.55","52731.3","52324.4","52424.45"
"NIFTY MIDCAP 100","23 May 2024","52395.85","52452.65","52052.5","52418.55"
"NIFTY MIDCAP 100","22 May 2024","52284.05","52372.3","51680.1","52167.50"
"NIFTY MIDCAP 100","21 May 2024","51904.1","52109.15","51579.1","52068.30"
"NIFTY MIDCAP 100","18 May 2024","51832.2","51916.45","51775.7","51869.25"
"NIFTY MIDCAP 100","17 May 2024","51306.8","51629.45","51209.2","51604.90"
"NIFTY MIDCAP 100","16 May 2024","50939.9","51216.2","50724.3","51153.30"
"NIFTY MIDCAP 100","15 May 2024","50401.75","50768.7","50382.85","50707.75"
"NIFTY MIDCAP 100","14 May 2024","49859.2","50268.9","49654.45","50225.20"
"NIFTY MIDCAP 100","13 May 2024","49544.55","49818.95","48568.1","49735.40"
"NIFTY MIDCAP 100","10 May 2024","49252.35","49585.55","48605.4","49532.30"
"NIFTY MIDCAP 100","09 May 2024","50109.75","50155.5","49016.4","49109.15"
"NIFTY MIDCAP 100","08 May 2024","49588.8","50169.85","49265.6","50036.30"
"NIFTY MIDCAP 100","07 May 2024","50775.95","50788.7","49363.75","49674.45"
"NIFTY MIDCAP 100","06 May 2024","51258.15","51265.8","50342.3","50662.20"
"NIFTY MIDCAP 100","03 May 2024","51284","51342.65","50655.15","50935.15"
"NIFTY MIDCAP 100","02 May 2024","51079.7","51176.55","50853.7","51115.10"
"NIFTY MIDCAP 100","30 Apr 2024","51028.05","51232.35","50807.9","50868.20"
"NIFTY MIDCAP 100","29 Apr 2024","50738.4","50875.7","50522.45","50834.45"
"NIFTY MIDCAP 100","26 Apr 2024","50365.35","50684.5","50333.5","50624.10"
"NIFTY MIDCAP 100","25 Apr 2024","50010.35","50271.05","49822.35","50228.50"
"NIFTY MIDCAP 100","24 Apr 2024","49855.15","50050.4","49807.3","49991.90"
"NIFTY MIDCAP 100","23 Apr 2024","49396.45","49698.35","49291.9","49614.85"
"NIFTY MIDCAP 100","22 Apr 2024","49118.1","49215.85","48916.15","49096.40"
"NIFTY MIDCAP 100","19 Apr 2024","48548.4","48913.7","47952.7","48696.95"
"NIFTY MIDCAP 100","18 Apr 2024","49532","49731.2","48893.25","48995.70"
"NIFTY MIDCAP 100","16 Apr 2024","48993.35","49550.3","48842.95","49236.65"
"NIFTY MIDCAP 100","15 Apr 2024","49105","49644.75","48785.85","49281.00"
"NIFTY MIDCAP 100","12 Apr 2024","50339.2","50590.2","50022.05","50067.55"
"NIFTY MIDCAP 100","10 Apr 2024","50075.40","50443.15","49963.20","50380.40"
"NIFTY MIDCAP 100","09 Apr 2024","50279.10","50309.60","49744.15","49894.70"
"NIFTY MIDCAP 100","08 Apr 2024","50355.55","50361.05","49760.25","50041.40"
"NIFTY MIDCAP 100","05 Apr 2024","49791.75","50058.55","49678.75","50022.85"
"NIFTY MIDCAP 100","04 Apr 2024","50101.10","50152.35","49605.80","49743.80"
"NIFTY MIDCAP 100","03 Apr 2024","49398.95","49801.40","49252.70","49736.70"
"NIFTY MIDCAP 100","02 Apr 2024","49117.30","49521.30","48918.45","49479.30"
"NIFTY MIDCAP 100","01 Apr 2024","48463.15","48958.50","48388.85","48912.05"
"NIFTY MIDCAP 100","28 Mar 2024","48131.40","48250.25","47785.20","48075.75"
"NIFTY MIDCAP 100","27 Mar 2024","47965.30","48135.35","47786.10","47837.35"
"NIFTY MIDCAP 100","26 Mar 2024","47200.25","47842.20","47193.65","47807.65"
"NIFTY MIDCAP 100","22 Mar 2024","46986.25","47371.00","46843.50","47312.85"
"NIFTY MIDCAP 100","21 Mar 2024","46430.70","47071.15","46424.85","47033.55"
"NIFTY MIDCAP 100","20 Mar 2024","46096.65","46234.70","45395.30","45919.90"
"NIFTY MIDCAP 100","19 Mar 2024","46514.80","46536.55","45751.05","45926.30"
"NIFTY MIDCAP 100","18 Mar 2024","46669.10","46847.95","46149.55","46501.65"
"NIFTY MIDCAP 100","15 Mar 2024","46904.45","47145.30","46062.05","46685.60"
"NIFTY MIDCAP 100","14 Mar 2024","45658.10","46979.75","45293.35","46901.20"
"NIFTY MIDCAP 100","13 Mar 2024","48190.05","48278.00","45656.85","45971.40"
"NIFTY MIDCAP 100","12 Mar 2024","48837.20","48891.20","47862.40","48086.85"
"NIFTY MIDCAP 100","11 Mar 2024","49194.60","49201.20","48697.35","48774.65"
"NIFTY MIDCAP 100","07 Mar 2024","48935.90","49182.05","48868.60","48966.15"
"NIFTY MIDCAP 100","06 Mar 2024","49213.70","49228.10","48092.65","48857.30"
"NIFTY MIDCAP 100","05 Mar 2024","49278.30","49381.65","48999.85","49114.90"
"NIFTY MIDCAP 100","04 Mar 2024","49273.70","49334.75","48971.15","49248.90"
"NIFTY MIDCAP 100","02 Mar 2024","48985.20","49236.95","48947.30","49153.05"
"NIFTY MIDCAP 100","01 Mar 2024","48574.95","48830.50","48517.45","48790.60"
"NIFTY MIDCAP 100","29 Feb 2024","48098.65","48470.80","47548.80","48335.70"
"NIFTY MIDCAP 100","28 Feb 2024","49159.85","49184.60","47972.10","48089.10"
"NIFTY MIDCAP 100","27 Feb 2024","49139.55","49351.80","48860.95","49041.20"
"NIFTY MIDCAP 100","26 Feb 2024","49320.75","49404.40","48845.70","49102.30"
"NIFTY MIDCAP 100","23 Feb 2024","49359.05","49506.25","49164.05","49279.55"
"NIFTY MIDCAP 100","22 Feb 2024","48857.00","49189.30","48195.50","49128.35"
"NIFTY MIDCAP 100","21 Feb 2024","49411.35","49464.90","48499.55","48630.50"
"NIFTY MIDCAP 100","20 Feb 2024","49347.10","49451.70","49078.40","49248.45"
"NIFTY MIDCAP 100","19 Feb 2024","49437.50","49524.85","49263.90","49310.95"
"NIFTY MIDCAP 100","16 Feb 2024","49059.65","49210.10","48897.65","49131.95"
"NIFTY MIDCAP 100","15 Feb 2024","48653.35","48896.10","48583.40","48821.90"
"NIFTY MIDCAP 100","14 Feb 2024","47313.00","48494.85","47096.50","48331.90"
"NIFTY MIDCAP 100","13 Feb 2024","47754.65","47908.20","46943.25","47835.65"
"NIFTY MIDCAP 100","12 Feb 2024","49137.65","49142.90","47526.55","47675.80"
"NIFTY MIDCAP 100","09 Feb 2024","49390.70","49395.70","48040.75","48889.05"
"NIFTY MIDCAP 100","08 Feb 2024","49776.40","49780.65","49238.70","49327.80"
"NIFTY MIDCAP 100","07 Feb 2024","49349.10","49430.85","48950.05","49352.05"
"NIFTY MIDCAP 100","06 Feb 2024","48638.55","49018.50","48301.55","48984.65"
"NIFTY MIDCAP 100","05 Feb 2024","48668.65","48876.40","48296.10","48410.20"
"NIFTY MIDCAP 100","02 Feb 2024","48521.00","48796.35","48416.10","48477.00"
"NIFTY MIDCAP 100","01 Feb 2024","48726.75","48726.75","47987.30","48298.00"
"NIFTY MIDCAP 100","31 Jan 2024","47876.10","48598.05","47827.30","48568.60"
"NIFTY MIDCAP 100","30 Jan 2024","48233.00","48296.40","47731.85","47791.95"
"NIFTY MIDCAP 100","29 Jan 2024","47406.10","48003.15","47289.80","47979.05"
"NIFTY MIDCAP 100","25 Jan 2024","47565.80","47589.25","46951.50","47208.65"
"NIFTY MIDCAP 100","24 Jan 2024","46681.15","47505.40","46081.35","47423.40"
"NIFTY MIDCAP 100","23 Jan 2024","48459.15","48493.95","46259.00","46569.60"
"NIFTY MIDCAP 100","20 Jan 2024","48180.10","48287.20","47899.15","48062.80"
"NIFTY MIDCAP 100","19 Jan 2024","47510.40","47855.90","47377.15","47815.95"
"NIFTY MIDCAP 100","18 Jan 2024","47038.20","47176.15","45860.25","47099.85"
"NIFTY MIDCAP 100","17 Jan 2024","47252.75","47599.90","46899.55","47151.55"
"NIFTY MIDCAP 100","16 Jan 2024","47970.75","48053.45","47249.65","47667.40"
"NIFTY MIDCAP 100","15 Jan 2024","47797.05","47951.35","47485.90","47837.95"
"NIFTY MIDCAP 100","12 Jan 2024","47579.05","47595.40","47363.65","47512.60"
"NIFTY MIDCAP 100","11 Jan 2024","47291.70","47434.75","47197.40","47337.30"
"NIFTY MIDCAP 100","10 Jan 2024","47057.15","47130.15","46576.85","47107.15"
"NIFTY MIDCAP 100","09 Jan 2024","47230.00","47360.65","46901.00","46969.95"
"NIFTY MIDCAP 100","08 Jan 2024","47541.55","47560.00","46845.35","46894.35"
"NIFTY MIDCAP 100","05 Jan 2024","47539.30","47647.90","47064.20","47396.30"
"NIFTY MIDCAP 100","04 Jan 2024","46744.80","47345.25","46728.20","47309.70"
"NIFTY MIDCAP 100","03 Jan 2024","46473.00","46652.45","46183.85","46529.05"
"NIFTY MIDCAP 100","02 Jan 2024","46581.15","46652.25","45858.60","46389.65"
"NIFTY MIDCAP 100","01 Jan 2024","46339.10","46633.70","46244.85","46472.45"
"NIFTY MIDCAP 100","29 Dec 2023","45931.15","46248.65","45731.15","46181.65"
"NIFTY MIDCAP 100","28 Dec 2023","45720.20","45846.75","45549.15","45815.25"
