"Date","Price","Open","High","Low","Vol.","Change %"
"27-07-2022","24,114.41","24,114.41","24,114.41","24,114.41","","0.97%"
"26-07-2022","23,882.26","23,882.26","23,882.26","23,882.26","","-0.88%"
"25-07-2022","24,095.46","24,095.46","24,095.46","24,095.46","","-0.53%"
"22-07-2022","24,223.56","24,223.56","24,223.56","24,223.56","","0.69%"
"21-07-2022","24,058.17","24,058.17","24,058.17","24,058.17","","0.57%"
"20-07-2022","23,920.88","23,920.88","23,920.88","23,920.88","","1.10%"
"19-07-2022","23,659.85","23,659.85","23,659.85","23,659.85","","0.40%"
"18-07-2022","23,566.52","23,566.52","23,566.52","23,566.52","","1.43%"
"15-07-2022","23,234.52","23,234.52","23,234.52","23,234.52","","0.69%"
"14-07-2022","23,074.52","23,074.52","23,074.52","23,074.52","","-0.14%"
"13-07-2022","23,107.47","23,107.47","23,107.47","23,107.47","","-0.57%"
"12-07-2022","23,239.90","23,239.90","23,239.90","23,239.90","","-0.97%"
"11-07-2022","23,468.14","23,468.14","23,468.14","23,468.14","","-0.02%"
"08-07-2022","23,473.61","23,473.61","23,473.61","23,473.61","","0.55%"
"07-07-2022","23,345.61","23,345.61","23,345.61","23,345.61","","0.90%"
"06-07-2022","23,137.70","23,137.70","23,137.70","23,137.70","","1.13%"
"05-07-2022","22,878.72","22,878.72","22,878.72","22,878.72","","-0.15%"
"04-07-2022","22,914.20","22,914.20","22,914.20","22,914.20","","0.55%"
"01-07-2022","22,788.18","22,788.18","22,788.18","22,788.18","","-0.18%"
"30-06-2022","22,828.93","22,828.93","22,828.93","22,828.93","","-0.08%"
"29-06-2022","22,848.35","22,848.35","22,848.35","22,848.35","","-0.32%"
"28-06-2022","22,922.24","22,922.24","22,922.24","22,922.24","","0.11%"
"27-06-2022","22,896.02","22,896.02","22,896.02","22,896.02","","0.85%"
"24-06-2022","22,703.95","22,703.95","22,703.95","22,703.95","","0.92%"
"23-06-2022","22,497.71","22,497.71","22,497.71","22,497.71","","0.93%"
"22-06-2022","22,290.46","22,290.46","22,290.46","22,290.46","","-1.44%"
"21-06-2022","22,616.52","22,616.52","22,616.52","22,616.52","","1.88%"
"20-06-2022","22,199.11","22,199.11","22,199.11","22,199.11","","0.38%"
"17-06-2022","22,114.97","22,114.97","22,114.97","22,114.97","","-0.44%"
"16-06-2022","22,211.98","22,211.98","22,211.98","22,211.98","","-2.11%"
"15-06-2022","22,691.46","22,691.46","22,691.46","22,691.46","","-0.17%"
"14-06-2022","22,729.97","22,729.97","22,729.97","22,729.97","","-0.27%"
"13-06-2022","22,791.12","22,791.12","22,791.12","22,791.12","","-2.64%"
"10-06-2022","23,408.59","23,408.59","23,408.59","23,408.59","","-1.68%"
"09-06-2022","23,807.84","23,807.84","23,807.84","23,807.84","","0.76%"
"08-06-2022","23,628.32","23,628.32","23,628.32","23,628.32","","-0.37%"
"07-06-2022","23,715.10","23,715.10","23,715.10","23,715.10","","-0.92%"
"06-06-2022","23,936.44","23,936.44","23,936.44","23,936.44","","-0.09%"
"03-06-2022","23,957.71","23,957.71","23,957.71","23,957.71","","-0.26%"
"02-06-2022","24,020.89","24,020.89","24,020.89","24,020.89","","0.64%"
"01-06-2022","23,868.85","23,868.85","23,868.85","23,868.85","","-0.37%"
"31-05-2022","23,958.10","23,958.10","23,958.10","23,958.10","","-0.30%"
"30-05-2022","24,031.25","24,031.25","24,031.25","24,031.25","","1.89%"
"27-05-2022","23,585.61","23,585.61","23,585.61","23,585.61","","1.13%"
"26-05-2022","23,322.66","23,322.66","23,322.66","23,322.66","","0.98%"
"25-05-2022","23,096.63","23,096.63","23,096.63","23,096.63","","-0.55%"
"24-05-2022","23,223.25","23,223.25","23,223.25","23,223.25","","-0.55%"
"23-05-2022","23,352.22","23,352.22","23,352.22","23,352.22","","-0.32%"
"20-05-2022","23,426.36","23,426.36","23,426.36","23,426.36","","2.89%"
"19-05-2022","22,768.49","22,768.49","22,768.49","22,768.49","","-2.65%"
"18-05-2022","23,389.07","23,389.07","23,389.07","23,389.07","","-0.12%"
"17-05-2022","23,416.46","23,416.46","23,416.46","23,416.46","","2.63%"
"16-05-2022","22,815.88","22,815.88","22,815.88","22,815.88","","0.38%"
"13-05-2022","22,729.28","22,729.28","22,729.28","22,729.28","","-0.16%"
"12-05-2022","22,766.52","22,766.52","22,766.52","22,766.52","","-2.13%"
"11-05-2022","23,260.85","23,260.85","23,260.85","23,260.85","","-0.45%"
"10-05-2022","23,365.81","23,365.81","23,365.81","23,365.81","","-0.38%"
"09-05-2022","23,454.71","23,454.71","23,454.71","23,454.71","","-0.67%"
"06-05-2022","23,612.16","23,612.16","23,612.16","23,612.16","","-1.63%"
"05-05-2022","24,002.58","24,002.58","24,002.58","24,002.58","","0.03%"
"04-05-2022","23,995.35","23,995.35","23,995.35","23,995.35","","-2.29%"
"02-05-2022","24,558.61","24,558.61","24,558.61","24,558.61","","-0.20%"
"29-04-2022","24,606.78","24,606.78","24,606.78","24,606.78","","-0.83%"
"28-04-2022","24,811.78","24,811.78","24,811.78","24,811.78","","1.24%"
"27-04-2022","24,508.30","24,508.30","24,508.30","24,508.30","","-0.94%"
"26-04-2022","24,741.88","24,741.88","24,741.88","24,741.88","","1.46%"
"25-04-2022","24,386.78","24,386.78","24,386.78","24,386.78","","-1.27%"
"22-04-2022","24,700.36","24,700.36","24,700.36","24,700.36","","-1.27%"
"21-04-2022","25,017.73","25,017.73","25,017.73","25,017.73","","1.50%"
"20-04-2022","24,648.40","24,648.40","24,648.40","24,648.40","","1.05%"
"19-04-2022","24,392.54","24,392.54","24,392.54","24,392.54","","-1.25%"
"18-04-2022","24,701.75","24,701.75","24,701.75","24,701.75","","-1.73%"
"13-04-2022","25,136.13","25,136.13","25,136.13","25,136.13","","-0.31%"
"12-04-2022","25,214.76","25,214.76","25,214.76","25,214.76","","-0.82%"
"11-04-2022","25,422.81","25,422.81","25,422.81","25,422.81","","-0.62%"
"08-04-2022","25,580.15","25,580.15","25,580.15","25,580.15","","0.82%"
"07-04-2022","25,371.88","25,371.88","25,371.88","25,371.88","","-0.94%"
"06-04-2022","25,613.71","25,613.71","25,613.71","25,613.71","","-0.83%"
"05-04-2022","25,829.11","25,829.11","25,829.11","25,829.11","","-0.52%"
"04-04-2022","25,964.72","25,964.72","25,964.72","25,964.72","","2.17%"
"01-04-2022","25,413.94","25,413.94","25,413.94","25,413.94","","1.18%"
"31-03-2022","25,118.14","25,118.14","25,118.14","25,118.14","","-0.19%"
"30-03-2022","25,166.31","25,166.31","25,166.31","25,166.31","","1.00%"
"29-03-2022","24,917.57","24,917.57","24,917.57","24,917.57","","0.60%"
"28-03-2022","24,768.69","24,768.69","24,768.69","24,768.69","","0.40%"
"25-03-2022","24,669.45","24,669.45","24,669.45","24,669.45","","-0.40%"
"24-03-2022","24,769.75","24,769.75","24,769.75","24,769.75","","-0.13%"
"23-03-2022","24,802.74","24,802.74","24,802.74","24,802.74","","-0.40%"
"22-03-2022","24,903.14","24,903.14","24,903.14","24,903.14","","1.16%"
"21-03-2022","24,618.52","24,618.52","24,618.52","24,618.52","","-0.98%"
"17-03-2022","24,862.27","24,862.27","24,862.27","24,862.27","","1.84%"
"16-03-2022","24,414.00","24,414.00","24,414.00","24,414.00","","1.87%"
"15-03-2022","23,964.72","23,964.72","23,964.72","23,964.72","","-1.23%"
"14-03-2022","24,264.29","24,264.29","24,264.29","24,264.29","","1.45%"
"11-03-2022","23,917.96","23,917.96","23,917.96","23,917.96","","0.21%"
"10-03-2022","23,866.77","23,866.77","23,866.77","23,866.77","","1.53%"
"09-03-2022","23,507.87","23,507.87","23,507.87","23,507.87","","2.07%"
"08-03-2022","23,030.56","23,030.56","23,030.56","23,030.56","","0.95%"
"07-03-2022","22,814.41","22,814.41","22,814.41","22,814.41","","-2.35%"
"04-03-2022","23,364.07","23,364.07","23,364.07","23,364.07","","-1.53%"
"03-03-2022","23,727.54","23,727.54","23,727.54","23,727.54","","-0.65%"
"02-03-2022","23,882.72","23,882.72","23,882.72","23,882.72","","-1.12%"
"28-02-2022","24,153.01","24,153.01","24,153.01","24,153.01","","0.81%"
"25-02-2022","23,958.10","23,958.10","23,958.10","23,958.10","","2.53%"
"24-02-2022","23,367.85","23,367.85","23,367.85","23,367.85","","-4.78%"
"23-02-2022","24,540.41","24,540.41","24,540.41","24,540.41","","-0.17%"
"22-02-2022","24,582.05","24,582.05","24,582.05","24,582.05","","-0.66%"
"21-02-2022","24,746.59","24,746.59","24,746.59","24,746.59","","-0.37%"
"18-02-2022","24,838.68","24,838.68","24,838.68","24,838.68","","-0.16%"
"17-02-2022","24,879.32","24,879.32","24,879.32","24,879.32","","-0.10%"
"16-02-2022","24,904.67","24,904.67","24,904.67","24,904.67","","-0.15%"
"15-02-2022","24,941.93","24,941.93","24,941.93","24,941.93","","3.03%"
"14-02-2022","24,209.38","24,209.38","24,209.38","24,209.38","","-3.00%"
"11-02-2022","24,958.45","24,958.45","24,958.45","24,958.45","","-1.31%"
"10-02-2022","25,290.42","25,290.42","25,290.42","25,290.42","","0.82%"
"09-02-2022","25,084.60","25,084.60","25,084.60","25,084.60","","1.16%"
"08-02-2022","24,795.76","24,795.76","24,795.76","24,795.76","","0.31%"
"07-02-2022","24,719.45","24,719.45","24,719.45","24,719.45","","-1.73%"
"04-02-2022","25,154.14","25,154.14","25,154.14","25,154.14","","-0.25%"
"03-02-2022","25,217.20","25,217.20","25,217.20","25,217.20","","-1.21%"
"02-02-2022","25,526.55","25,526.55","25,526.55","25,526.55","","1.16%"
"01-02-2022","25,234.89","25,234.89","25,234.89","25,234.89","","1.37%"
"31-01-2022","24,894.62","24,894.62","24,894.62","24,894.62","","1.39%"
"28-01-2022","24,553.04","24,553.04","24,553.04","24,553.04","","-0.05%"
"27-01-2022","24,564.81","24,564.81","24,564.81","24,564.81","","-0.97%"
"25-01-2022","24,805.75","24,805.75","24,805.75","24,805.75","","0.75%"
"24-01-2022","24,620.72","24,620.72","24,620.72","24,620.72","","-2.66%"
"21-01-2022","25,292.72","25,292.72","25,292.72","25,292.72","","-0.79%"
"20-01-2022","25,492.99","25,492.99","25,492.99","25,492.99","","-1.00%"
"19-01-2022","25,749.81","25,749.81","25,749.81","25,749.81","","-0.96%"
"18-01-2022","25,998.14","25,998.14","25,998.14","25,998.14","","-1.07%"
"17-01-2022","26,278.07","26,278.07","26,278.07","26,278.07","","0.29%"
"14-01-2022","26,202.97","26,202.97","26,202.97","26,202.97","","-0.01%"
"13-01-2022","26,205.87","26,205.87","26,205.87","26,205.87","","0.25%"
"12-01-2022","26,140.68","26,140.68","26,140.68","26,140.68","","0.87%"
"11-01-2022","25,915.89","25,915.89","25,915.89","25,915.89","","0.29%"
"10-01-2022","25,840.62","25,840.62","25,840.62","25,840.62","","1.07%"
"07-01-2022","25,567.06","25,567.06","25,567.06","25,567.06","","0.38%"
"06-01-2022","25,471.18","25,471.18","25,471.18","25,471.18","","-1.00%"
"05-01-2022","25,728.58","25,728.58","25,728.58","25,728.58","","0.67%"
"04-01-2022","25,556.34","25,556.34","25,556.34","25,556.34","","1.02%"
"03-01-2022","25,298.63","25,298.63","25,298.63","25,298.63","","1.57%"
"31-12-2021","24,908.71","24,908.71","24,908.71","24,908.71","","0.87%"
"30-12-2021","24,693.25","24,693.25","24,693.25","24,693.25","","-0.06%"
"29-12-2021","24,707.10","24,707.10","24,707.10","24,707.10","","-0.11%"
"28-12-2021","24,735.32","24,735.32","24,735.32","24,735.32","","0.86%"
"27-12-2021","24,524.36","24,524.36","24,524.36","24,524.36","","0.49%"
"24-12-2021","24,405.96","24,405.96","24,405.96","24,405.96","","-0.40%"
"23-12-2021","24,504.75","24,504.75","24,504.75","24,504.75","","0.69%"
"22-12-2021","24,336.62","24,336.62","24,336.62","24,336.62","","1.13%"
"21-12-2021","24,063.78","24,063.78","24,063.78","24,063.78","","0.94%"
"20-12-2021","23,839.01","23,839.01","23,839.01","23,839.01","","-2.18%"
"17-12-2021","24,371.37","24,371.37","24,371.37","24,371.37","","-1.53%"
"16-12-2021","24,749.01","24,749.01","24,749.01","24,749.01","","0.16%"
"15-12-2021","24,710.30","24,710.30","24,710.30","24,710.30","","-0.60%"
"14-12-2021","24,858.79","24,858.79","24,858.79","24,858.79","","-0.25%"
"13-12-2021","24,921.02","24,921.02","24,921.02","24,921.02","","-0.82%"
"10-12-2021","25,126.24","25,126.24","25,126.24","25,126.24","","-0.03%"
"09-12-2021","25,134.23","25,134.23","25,134.23","25,134.23","","0.27%"
"08-12-2021","25,066.62","25,066.62","25,066.62","25,066.62","","1.71%"
"07-12-2021","24,646.18","24,646.18","24,646.18","24,646.18","","1.56%"
"06-12-2021","24,266.71","24,266.71","24,266.71","24,266.71","","-1.65%"
"03-12-2021","24,674.83","24,674.83","24,674.83","24,674.83","","-1.18%"
"02-12-2021","24,968.91","24,968.91","24,968.91","24,968.91","","1.37%"
"01-12-2021","24,632.06","24,632.06","24,632.06","24,632.06","","1.08%"
"30-11-2021","24,368.53","24,368.53","24,368.53","24,368.53","","-0.41%"
"29-11-2021","24,469.99","24,469.99","24,469.99","24,469.99","","0.16%"
"26-11-2021","24,430.53","24,430.53","24,430.53","24,430.53","","-2.91%"
"25-11-2021","25,162.07","25,162.07","25,162.07","25,162.07","","0.70%"
"24-11-2021","24,988.18","24,988.18","24,988.18","24,988.18","","-0.50%"
"23-11-2021","25,114.82","25,114.82","25,114.82","25,114.82","","0.50%"
"22-11-2021","24,990.27","24,990.27","24,990.27","24,990.27","","-1.93%"
"18-11-2021","25,483.23","25,483.23","25,483.23","25,483.23","","-0.75%"
"17-11-2021","25,675.20","25,675.20","25,675.20","25,675.20","","-0.56%"
"16-11-2021","25,819.49","25,819.49","25,819.49","25,819.49","","-0.61%"
"15-11-2021","25,977.61","25,977.61","25,977.61","25,977.61","","0.04%"
"12-11-2021","25,968.02","25,968.02","25,968.02","25,968.02","","1.28%"
"11-11-2021","25,639.32","25,639.32","25,639.32","25,639.32","","-0.77%"
"10-11-2021","25,839.47","25,839.47","25,839.47","25,839.47","","-0.15%"
"09-11-2021","25,878.28","25,878.28","25,878.28","25,878.28","","-0.13%"
"08-11-2021","25,913.09","25,913.09","25,913.09","25,913.09","","1.34%"
"03-11-2021","25,569.86","25,569.86","25,569.86","25,569.86","","-0.33%"
"02-11-2021","25,655.51","25,655.51","25,655.51","25,655.51","","-0.22%"
"01-11-2021","25,710.80","25,710.80","25,710.80","25,710.80","","1.46%"
"29-10-2021","25,340.83","25,340.83","25,340.83","25,340.83","","-1.04%"
"28-10-2021","25,606.99","25,606.99","25,606.99","25,606.99","","-1.94%"
"27-10-2021","26,113.62","26,113.62","26,113.62","26,113.62","","-0.31%"
"26-10-2021","26,196.05","26,196.05","26,196.05","26,196.05","","0.88%"
"25-10-2021","25,967.04","25,967.04","25,967.04","25,967.04","","0.06%"
"22-10-2021","25,952.01","25,952.01","25,952.01","25,952.01","","-0.35%"
"21-10-2021","26,042.59","26,042.59","26,042.59","26,042.59","","-0.47%"
"20-10-2021","26,165.78","26,165.78","26,165.78","26,165.78","","-0.83%"
"19-10-2021","26,383.71","26,383.71","26,383.71","26,383.71","","-0.32%"
"18-10-2021","26,467.21","26,467.21","26,467.21","26,467.21","","0.76%"
"14-10-2021","26,268.83","26,268.83","26,268.83","26,268.83","","0.98%"
"13-10-2021","26,013.19","26,013.19","26,013.19","26,013.19","","0.94%"
"12-10-2021","25,770.01","25,770.01","25,770.01","25,770.01","","0.26%"
"11-10-2021","25,704.10","25,704.10","25,704.10","25,704.10","","0.28%"
"08-10-2021","25,631.38","25,631.38","25,631.38","25,631.38","","0.59%"
"07-10-2021","25,481.26","25,481.26","25,481.26","25,481.26","","0.82%"
"06-10-2021","25,274.48","25,274.48","25,274.48","25,274.48","","-0.99%"
"05-10-2021","25,526.98","25,526.98","25,526.98","25,526.98","","0.74%"
"04-10-2021","25,339.32","25,339.32","25,339.32","25,339.32","","0.91%"
"01-10-2021","25,111.25","25,111.25","25,111.25","25,111.25","","-0.49%"
"30-09-2021","25,234.57","25,234.57","25,234.57","25,234.57","","-0.53%"
"29-09-2021","25,367.99","25,367.99","25,367.99","25,367.99","","-0.21%"
"28-09-2021","25,421.46","25,421.46","25,421.46","25,421.46","","-0.60%"
"27-09-2021","25,573.99","25,573.99","25,573.99","25,573.99","","0.01%"
"24-09-2021","25,571.24","25,571.24","25,571.24","25,571.24","","0.17%"
"23-09-2021","25,527.92","25,527.92","25,527.92","25,527.92","","1.57%"
"22-09-2021","25,132.15","25,132.15","25,132.15","25,132.15","","-0.09%"
"21-09-2021","25,154.16","25,154.16","25,154.16","25,154.16","","0.95%"
"20-09-2021","24,917.72","24,917.72","24,917.72","24,917.72","","-1.07%"
"17-09-2021","25,187.34","25,187.34","25,187.34","25,187.34","","-0.25%"
"16-09-2021","25,250.87","25,250.87","25,250.87","25,250.87","","0.63%"
"15-09-2021","25,093.22","25,093.22","25,093.22","25,093.22","","0.80%"
"14-09-2021","24,893.51","24,893.51","24,893.51","24,893.51","","0.14%"
"13-09-2021","24,858.12","24,858.12","24,858.12","24,858.12","","-0.08%"
"09-09-2021","24,878.09","24,878.09","24,878.09","24,878.09","","0.09%"
"08-09-2021","24,855.50","24,855.50","24,855.50","24,855.50","","-0.01%"
"07-09-2021","24,857.27","24,857.27","24,857.27","24,857.27","","-0.09%"
"06-09-2021","24,879.79","24,879.79","24,879.79","24,879.79","","0.31%"
"03-09-2021","24,802.17","24,802.17","24,802.17","24,802.17","","0.52%"
"02-09-2021","24,674.11","24,674.11","24,674.11","24,674.11","","0.93%"
"01-09-2021","24,445.62","24,445.62","24,445.62","24,445.62","","-0.33%"
"31-08-2021","24,525.71","24,525.71","24,525.71","24,525.71","","1.19%"
"30-08-2021","24,237.80","24,237.80","24,237.80","24,237.80","","1.35%"
"27-08-2021","23,914.48","23,914.48","23,914.48","23,914.48","","0.41%"
"26-08-2021","23,816.68","23,816.68","23,816.68","23,816.68","","0.01%"
"25-08-2021","23,813.43","23,813.43","23,813.43","23,813.43","","0.06%"
"24-08-2021","23,799.10","23,799.10","23,799.10","23,799.10","","0.78%"
"23-08-2021","23,615.61","23,615.61","23,615.61","23,615.61","","0.28%"
"20-08-2021","23,549.09","23,549.09","23,549.09","23,549.09","","-0.71%"
"18-08-2021","23,718.57","23,718.57","23,718.57","23,718.57","","-0.28%"
"17-08-2021","23,784.05","23,784.05","23,784.05","23,784.05","","0.32%"
"16-08-2021","23,708.38","23,708.38","23,708.38","23,708.38","","0.21%"
"13-08-2021","23,659.78","23,659.78","23,659.78","23,659.78","","1.01%"
"12-08-2021","23,424.04","23,424.04","23,424.04","23,424.04","","0.52%"
"11-08-2021","23,303.89","23,303.89","23,303.89","23,303.89","","0.02%"
"10-08-2021","23,300.36","23,300.36","23,300.36","23,300.36","","0.13%"
"09-08-2021","23,269.12","23,269.12","23,269.12","23,269.12","","0.13%"
"06-08-2021","23,238.83","23,238.83","23,238.83","23,238.83","","-0.35%"
"05-08-2021","23,319.53","23,319.53","23,319.53","23,319.53","","0.23%"
"04-08-2021","23,265.07","23,265.07","23,265.07","23,265.07","","0.79%"
"03-08-2021","23,081.86","23,081.86","23,081.86","23,081.86","","1.55%"
"02-08-2021","22,730.42","22,730.42","22,730.42","22,730.42","","0.78%"
"30-07-2021","22,554.26","22,554.26","22,554.26","22,554.26","","-0.10%"
"29-07-2021","22,576.34","22,576.34","22,576.34","22,576.34","","0.46%"
"28-07-2021","22,472.95","22,472.95","22,472.95","22,472.95","","-0.20%"
"27-07-2021","22,518.80","22,518.80","22,518.80","22,518.80","","-0.48%"
"26-07-2021","22,628.19","22,628.19","22,628.19","22,628.19","","-0.20%"
"23-07-2021","22,673.35","22,673.35","22,673.35","22,673.35","","0.23%"
"22-07-2021","22,621.45","22,621.45","22,621.45","22,621.45","","1.24%"
"20-07-2021","22,344.81","22,344.81","22,344.81","22,344.81","","-0.76%"
"19-07-2021","22,516.71","22,516.71","22,516.71","22,516.71","","-1.07%"
"16-07-2021","22,761.20","22,761.20","22,761.20","22,761.20","","-0.01%"
"15-07-2021","22,762.34","22,762.34","22,762.34","22,762.34","","0.47%"
"14-07-2021","22,656.78","22,656.78","22,656.78","22,656.78","","0.27%"
"13-07-2021","22,595.49","22,595.49","22,595.49","22,595.49","","0.76%"
"12-07-2021","22,424.39","22,424.39","22,424.39","22,424.39","","0.02%"
"09-07-2021","22,420.36","22,420.36","22,420.36","22,420.36","","-0.24%"
"08-07-2021","22,473.81","22,473.81","22,473.81","22,473.81","","-0.93%"
"07-07-2021","22,683.66","22,683.66","22,683.66","22,683.66","","0.39%"
"06-07-2021","22,595.93","22,595.93","22,595.93","22,595.93","","-0.10%"
"05-07-2021","22,618.97","22,618.97","22,618.97","22,618.97","","0.72%"
"02-07-2021","22,456.66","22,456.66","22,456.66","22,456.66","","0.27%"
"01-07-2021","22,396.40","22,396.40","22,396.40","22,396.40","","-0.26%"
"30-06-2021","22,455.70","22,455.70","22,455.70","22,455.70","","-0.17%"
"29-06-2021","22,493.60","22,493.60","22,493.60","22,493.60","","-0.38%"
"28-06-2021","22,578.86","22,578.86","22,578.86","22,578.86","","-0.29%"
"25-06-2021","22,644.06","22,644.06","22,644.06","22,644.06","","0.44%"
"24-06-2021","22,544.26","22,544.26","22,544.26","22,544.26","","0.67%"
"23-06-2021","22,395.25","22,395.25","22,395.25","22,395.25","","-0.54%"
"22-06-2021","22,517.74","22,517.74","22,517.74","22,517.74","","0.17%"
"21-06-2021","22,480.30","22,480.30","22,480.30","22,480.30","","0.40%"
"18-06-2021","22,390.11","22,390.11","22,390.11","22,390.11","","-0.05%"
"17-06-2021","22,401.65","22,401.65","22,401.65","22,401.65","","-0.45%"
"16-06-2021","22,503.90","22,503.90","22,503.90","22,503.90","","-0.64%"
"15-06-2021","22,649.05","22,649.05","22,649.05","22,649.05","","0.36%"
"14-06-2021","22,567.11","22,567.11","22,567.11","22,567.11","","0.10%"
"11-06-2021","22,544.26","22,544.26","22,544.26","22,544.26","","0.42%"
"10-06-2021","22,448.94","22,448.94","22,448.94","22,448.94","","0.74%"
"09-06-2021","22,283.52","22,283.52","22,283.52","22,283.52","","-0.67%"
"08-06-2021","22,432.77","22,432.77","22,432.77","22,432.77","","-0.07%"
"07-06-2021","22,449.24","22,449.24","22,449.24","22,449.24","","0.52%"
"04-06-2021","22,333.23","22,333.23","22,333.23","22,333.23","","-0.13%"
"03-06-2021","22,361.86","22,361.86","22,361.86","22,361.86","","0.76%"
"02-06-2021","22,194.18","22,194.18","22,194.18","22,194.18","","0.01%"
"01-06-2021","22,192.25","22,192.25","22,192.25","22,192.25","","-0.05%"
"31-05-2021","22,203.59","22,203.59","22,203.59","22,203.59","","1.10%"
"28-05-2021","21,962.31","21,962.31","21,962.31","21,962.31","","0.64%"
"27-05-2021","21,823.14","21,823.14","21,823.14","21,823.14","","0.24%"
"26-05-2021","21,771.35","21,771.35","21,771.35","21,771.35","","0.61%"
"25-05-2021","21,639.04","21,639.04","21,639.04","21,639.04","","0.10%"
"24-05-2021","21,617.03","21,617.03","21,617.03","21,617.03","","0.15%"
"21-05-2021","21,585.18","21,585.18","21,585.18","21,585.18","","1.81%"
"20-05-2021","21,202.21","21,202.21","21,202.21","21,202.21","","-0.83%"
"19-05-2021","21,378.71","21,378.71","21,378.71","21,378.71","","-0.52%"
"18-05-2021","21,489.56","21,489.56","21,489.56","21,489.56","","1.24%"
"17-05-2021","21,226.53","21,226.53","21,226.53","21,226.53","","1.67%"
"14-05-2021","20,877.56","20,877.56","20,877.56","20,877.56","","-0.13%"
"12-05-2021","20,904.13","20,904.13","20,904.13","20,904.13","","-1.04%"
"11-05-2021","21,123.53","21,123.53","21,123.53","21,123.53","","-0.61%"
"10-05-2021","21,253.80","21,253.80","21,253.80","21,253.80","","0.80%"
"07-05-2021","21,084.26","21,084.26","21,084.26","21,084.26","","0.67%"
"06-05-2021","20,944.41","20,944.41","20,944.41","20,944.41","","0.73%"
"05-05-2021","20,792.24","20,792.24","20,792.24","20,792.24","","0.84%"
"04-05-2021","20,619.62","20,619.62","20,619.62","20,619.62","","-0.94%"
"03-05-2021","20,815.43","20,815.43","20,815.43","20,815.43","","0.02%"
"30-04-2021","20,811.13","20,811.13","20,811.13","20,811.13","","-1.77%"
"29-04-2021","21,186.30","21,186.30","21,186.30","21,186.30","","0.24%"
"28-04-2021","21,136.41","21,136.41","21,136.41","21,136.41","","1.44%"
"27-04-2021","20,835.67","20,835.67","20,835.67","20,835.67","","1.16%"
"26-04-2021","20,596.72","20,596.72","20,596.72","20,596.72","","1.00%"
"23-04-2021","20,392.44","20,392.44","20,392.44","20,392.44","","-0.45%"
"22-04-2021","20,484.63","20,484.63","20,484.63","20,484.63","","0.77%"
"20-04-2021","20,328.55","20,328.55","20,328.55","20,328.55","","-0.44%"
"19-04-2021","20,418.16","20,418.16","20,418.16","20,418.16","","-1.77%"
"16-04-2021","20,785.61","20,785.61","20,785.61","20,785.61","","0.25%"
"15-04-2021","20,733.88","20,733.88","20,733.88","20,733.88","","0.53%"
"13-04-2021","20,624.86","20,624.86","20,624.86","20,624.86","","1.36%"
"12-04-2021","20,348.99","20,348.99","20,348.99","20,348.99","","-3.53%"
"09-04-2021","21,094.17","21,094.17","21,094.17","21,094.17","","-0.26%"
"08-04-2021","21,149.59","21,149.59","21,149.59","21,149.59","","0.38%"
"07-04-2021","21,069.32","21,069.32","21,069.32","21,069.32","","0.92%"
"06-04-2021","20,876.57","20,876.57","20,876.57","20,876.57","","0.31%"
"05-04-2021","20,811.61","20,811.61","20,811.61","20,811.61","","-1.54%"
"01-04-2021","21,137.69","21,137.69","21,137.69","21,137.69","","1.20%"
"31-03-2021","20,886.52","20,886.52","20,886.52","20,886.52","","-1.04%"
"30-03-2021","21,106.06","21,106.06","21,106.06","21,106.06","","2.33%"
"26-03-2021","20,625.79","20,625.79","20,625.79","20,625.79","","1.27%"
"25-03-2021","20,366.42","20,366.42","20,366.42","20,366.42","","-1.54%"
"24-03-2021","20,684.27","20,684.27","20,684.27","20,684.27","","-1.79%"
"23-03-2021","21,061.52","21,061.52","21,061.52","21,061.52","","0.54%"
"22-03-2021","20,947.65","20,947.65","20,947.65","20,947.65","","-0.04%"
"19-03-2021","20,956.87","20,956.87","20,956.87","20,956.87","","1.28%"
"18-03-2021","20,692.34","20,692.34","20,692.34","20,692.34","","-1.11%"
"17-03-2021","20,924.61","20,924.61","20,924.61","20,924.61","","-1.27%"
"16-03-2021","21,193.46","21,193.46","21,193.46","21,193.46","","-0.13%"
"15-03-2021","21,220.59","21,220.59","21,220.59","21,220.59","","-0.66%"
"12-03-2021","21,361.29","21,361.29","21,361.29","21,361.29","","-0.95%"
"10-03-2021","21,565.72","21,565.72","21,565.72","21,565.72","","0.51%"
"09-03-2021","21,457.17","21,457.17","21,457.17","21,457.17","","0.95%"
"08-03-2021","21,255.06","21,255.06","21,255.06","21,255.06","","0.14%"
"05-03-2021","21,225.94","21,225.94","21,225.94","21,225.94","","-0.95%"
"04-03-2021","21,428.63","21,428.63","21,428.63","21,428.63","","-1.08%"
"03-03-2021","21,662.92","21,662.92","21,662.92","21,662.92","","2.19%"
"02-03-2021","21,198.93","21,198.93","21,198.93","21,198.93","","1.07%"
"01-03-2021","20,975.08","20,975.08","20,975.08","20,975.08","","1.60%"
"26-02-2021","20,644.88","20,644.88","20,644.88","20,644.88","","-3.76%"
"25-02-2021","21,452.24","21,452.24","21,452.24","21,452.24","","0.77%"
"24-02-2021","21,288.35","21,288.35","21,288.35","21,288.35","","1.86%"
"23-02-2021","20,898.75","20,898.75","20,898.75","20,898.75","","0.22%"
